cpt_slug,tax_rotas_turisticas,tax_tipo_atrativo,tax_categorias_empreendimentos,pods_resumo_historico,pods_endereco_localizacao,pods_entrada,pods_horario_de_visitacao,pods_guia_necessario,pods_subtitulo_slogan,pods_endereco_completo,pods_telefone_whatsapp,pods_instagram,pods_site_oficial,pods_horario_de_funcionamento,pods_comodidades,pods_destaque_na_home,pods_data_de_inicio,pods_sobre_o_evento,pods_data_de_fim,pods_local_do_evento,pods_valor_do_ingresso,pods_link_de_inscricao_compra,pods_organizador,pods_historia_completa,post_title
empreendimentos,,,Sorveterias e Confeitarias,"A empresa foi criada por Isis Tremontin, uma ex-estudante de Biomedicina que abandonou o curso universitário para se dedicar à criação de brigadeiros gourmet. A empresa fornece doces que, nas palavras da empreendedora, ""dançam ao ritmo da doçura"". A proprietária é uma artista confeiteira referência em doces personalizados rico em detalhes e muito apreciados. Trabalha com doces gourmet e encomendas antecipada. Atende com hora marcada no local e pelo whatsapp. Referência em doces personalizados na cidade","Avenida das Torres, 3653",,,false,,"Avenida das Torres, 3653, CEP: 83005-450",41988727780,@docesdaisissjp,www.docesdaisis.com.br,,,,,,,,,,,,Doces da Isis
empreendimentos,,,Sorveterias e Confeitarias,"A Gebom é uma das maiores referências em sorvetes regionais no sul do Brasil e empreendedorismo. Possui várias lojas na cidade. A empresa nasceu em 1997, do desejo de Jesse Medeiros Veloso, na pequena cidade de Japurá, no noroeste do Paraná, de fabricar sorvetes. A fabricação começou nos fundos da sorveteria, mas o produto inicial não era bom e apresentava muitos problemas. Através do esforço de Jesse em ouvir os consumidores, investir na correção das receitas, na qualidade das matérias-primas e em priorizar fornecedores locais, a fábrica começou a melhorar sua produção. Em 2000, a GEbom expandiu para 350 m²; em 2008, para 2.000 m²; em 2010, adquiriu a primeira extrusora de sorvete do Paraná; e em 2013, expandiu para 8.000 m², com equipamentos de ponta.","R. Joaquim Nabuco, 1522",Consultar,,false,"Os sorvetes são feitos usando leite de fazendas da região, proporcionando um produto de qualidade e bons preços para os consumidores.","R. Joaquim Nabuco, 1522, São Cristovão, CEP 83005-190",41984179134,@gebonsorvetes,www.gebon.com.br,,"Área Kids, Estacionamento",,,,,,,,,,Gebom Sorveteria
empreendimentos,Rota das Colônias,,Sorveterias e Confeitarias,"Fundada por Zélia e Zilma, duas irmãs empreendedoras, a marca surgiu com a missão de criar sorvetes mais saudáveis, utilizando ingredientes naturais e sem aditivos artificiais. Com criatividade, busca proporcionar uma experiência única e personalizada. Destaques incluem sorvetes de pinhão, camomila, sagu e hibisco.","R. Carlos Kusma, condominio campestre",,,false,,"R. Carlos Kusma, condominio campestre, 83023-400",41999973326,@sorvetespiccolaz; https://linktr.ee/sorvetespiccolaz,www.sorvetespiccolaz.com.br,,Estacionamento,,,,,,,,,,Picola´z Sorvetes Artesanais
empreendimentos,,,Sorveterias e Confeitarias,"Loja indicada para os apreciadores de sorvete, funciona como um atacado. Vende caixas e baldes de diversas marcas de fabricação regional, incluindo marcas paranaenses e catarinenses como Gebon, Lolla, Dielo, Frutti, NetAçai. Variedade de marcas de produtores regionais que. Possui opções zero lactose, sorvetes, paletas mexicanas, picolés para consumo no local. Atende somente na loja.","Av. Castro Alves, 35, loja 4",Consultar,,false,,"Av. Castro Alves, 35, loja 4, CEP: 83040-520",41996129973,,,,,,,,,,,,,,Só Sorvetes
empreendimentos,Caminho do Vinho,,Sorveterias e Confeitarias,"Original da cidade paulista de Campos do Jordão, a loja está localizada dentro da Fazenda Park Mergulhão, no Caminho do Vinho. Oferece uma diversidade de chocolates artesanais e outros produtos coloniais tais como geleias e pimentas. Também abriga uma surpreendente cachaçaria e oferece opções de bebidas como vinhos, quentão, licores e o vinho de morango.","Rua Julio Cesar Setenareski, 3660",,,false,,"Rua Julio Cesar Setenareski, 3660, CEP 83085-290",4132867097,@SpinassiChocolate.Ctba,www.caminhodovinho.tur.br/spinassi-chocolate,,"Estacionamento, Acessibilidade, Área Kids",,,,,,,,,,Spinassi Chocolate Fazenda Park
empreendimentos,,,Sorveterias e Confeitarias,"Criada em 2015, possui uma decoração característica que remete ao cenário de uma fábula. O espaço é acolhedor e encanta os clientes pela variedade de bolos, doces e salgados disponíveis tanto na loja como também para encomendas. Serve como cenário para sessões de fotos e como ponto de encontro e descontração, tanto para amigas quanto para as famílias. A loja iniciou em 2015 em uma área de 5m2 e desde 2019 ocupa um espaço de 300m2 que já é referência para turistas.","Rua Joaquim Nabuco, 1605",,,false,,"Rua Joaquim Nabuco, 1605, CEP: 83005-160",41992740071,@sweetchocolate_confeitaria,https://linktr.ee/Sweetchocolate_confeitaria,,"Wi-Fi, Acessibilidade",,,,,,,,,,Sweet Chocolate
empreendimentos,,,Sorveterias e Confeitarias,"The Best Açai é uma rede criada por três jovens empreendedores que resolveram democratizar o acesso a essa fruta tipicamente amazonense. Oferece açaí com qualidade e diversidade de combinações de sorvetes. A fábrica e distribuidora é paranaense, Amadelli, localizada em Londrina, no Paraná, que produz 20 toneladas de açaí e sorvete diariamente. A cidade possui duas lojas da rede, estando a segunda loja localizada no complexo R7. Sorvetes combinados com açaí; empresa destaque na categoria ""Personalidades"" 2022 pelo Jornal Nossa Cidade.","R. Joaquim Nabuco, 2197 Alameda Arpo, 2565 Centro Comercial R7",Consultar,,false,,"R. Joaquim Nabuco, 2197 Alameda Arpo, 2565 Centro Comercial R7, CEP 83005-160",41996252430,@thebestacaiofficial,thebestacai.com.br,,"Banheiros, Acessibilidade",,,,,,,,,,The Best Açai
empreendimentos,,,Sorveterias e Confeitarias,"Sorveteria artesanal, oferece sorvetes cremosos de sabor variado de alta qualidade elaborados sem gordura vegetal e pouco açúcar. Sorvetes artesanais","R. Jorge Mansos do Nascimento Teixeira, 294",Consultar,,false,,"R. Jorge Mansos do Nascimento Teixeira, 294, CEP: 83005-500",41998130681,@vanillasorvetessjp,,,Acessibilidade,,,,,,,,,,Vanilla Sorvetes Artesanais
empreendimentos,,,"Vinho, Cerveja e Cachaça",,,Consultar,,false,,,,,,,,,,,,,,,,,Item_Sem_Nome
empreendimentos,Caminho do Vinho,,"Vinho, Cerveja e Cachaça","Primeira adega da região construída inteiramente em pedra, seguindo a tradição secular de construções de adegas. Essa empresa familiar de origem italiana tem uma história de mais de oito décadas na produção de vinhos. Passou por uma renovação recente e manteve sua dedicação pela arte vinícola e expandiu seu leque de produtos para incluir também itens coloniais, proporcionando aos visitantes uma experiência gastronômica completa.","Rua, R. Júlio César Setenareski, 1551",,,false,,"Rua, R. Júlio César Setenareski, 1551, CEP: 83085-200",41998223469,@adegabortolan,https://www.caminhodovinho.tur.br/adega-bortolan/,,"Estacionamento, Acessibilidade",,,,,,,,,,Adega Bortolan
empreendimentos,Caminho do Vinho,,"Vinho, Cerveja e Cachaça",O bar traz o conceito de cervejas artesanais exclusivas da Vosgerau Cervejaria Artesanal do Caminho do Vinho para o centro da cidade. Oferece mais de 12 tipos de cerveja produzidas localmente e promove uma experiência da cultura cervejeira completa. Oferece música ao vivo e opções de aperitivos e pratos. Possui uma lojinha criada para difundir a cultura da cerveja artesanal onde podem ser encontrados bonés e copos personalizados.,"Rua Dona Izabel A Redentora, 1377",Consultar,,false,,"Rua Dona Izabel A Redentora, 1377, CEP: 83005-010",41992873090,@bardavosge,,,"Estacionamento, Área Kids, Lojinha",,,,,,,,,,Bar da Vosge
empreendimentos,Caminho do Vinho,,"Vinho, Cerveja e Cachaça","Aqui, você encontrará vinhos, pães e outros produtos de fabricação própria, elaborados por Bernadete Scrobote e filhos. Marina Pissaia, a filha caçula, é sommelier e responsável técnica pela produção dos vinhos. Oferece atendimento básico em Libras. A arquitetura e a decoração proporcionam uma imersão na cultura dos vinhos e da Itália. A experiência torna-se ainda mais completa ao degustar a Grappa, uma aguardente italiana produzida a partir da fermentação da casca das uvas e o vinho de prensa. Além dos vinhos, destacam-se o pão integral, pão de torresmo, cuca, conservas de berinjela e pepino agridoce e o figo caramelizado em calda.","R. Júlio César Setenareski, 2900",,,false,,"R. Júlio César Setenareski, 2900, CEP 83085-290",4136351384,@cantina_della_mamma,www.caminhodovinho.tur.br/cantina-della-mamma,,"Estacionamento, Acessibilidade, Eventos, Visita Guiada",,,,,,,,,,Cantina Della Mamma
empreendimentos,Rota das Colônias,,"Vinho, Cerveja e Cachaça","Essa cervejaria tem como diferencial a leveza do chopp produzido artesanalmente que combina o sabor e a qualidade do puro malte. Oferece oito tipos de chopp, incluindo Pilsen, Vinho, IPA, Arripa, American Lager, Chopp Escuro, APA e Fruit Beer de Goiaba.","R. João Berger, n°5332",Consultar,,false,,"R. João Berger, n°5332, CEP 83085-490",41992241702,@choppbruxbee,,,"Estacionamento, Acessibilidade",,,,,,,,,,Cervejaria Adridine  Chopp Brux Beer
empreendimentos,,,"Vinho, Cerveja e Cachaça","Local indicado para quem quer experimentar diferentes tipos de cervejas artesanais, chopp de vinho, hamburgueres e petiscos. Também serve o tradicional pão com bolinho e ""carne de onça"". Oferece cervejas nacionais e importadas. Oferece feijoada aos sábados. O local é rústico e o ambiente familiar.","R. Veríssimo Marques, 1145",Consultar,,false,,"R. Veríssimo Marques, 1145, CEP 83005-410",41997519437,@cervejaria.sapopemba,,,Acessibilidade,,,,,,,,,,Cervejaria Sapopemba
empreendimentos,Caminho do Vinho,,"Vinho, Cerveja e Cachaça","1a fábrica de cerveja artesanal da cidade, produz cerveja viva, não pausterizada e sem conservantes desde 2014. Localizada no Caminho do Vinho, é um ponto de encontro para quem curte amigos, boa cerveja, drinks, sanduíches, carnes e boa música. As músicas são diversificadas. Realiza eventos como o Carnavorge, Reggae Junino e Festival de Rock. As pessoas também gostam de apreciar o por do sol neste local durante o final da tarde. Proprietária do Bar Vorge, no centro da cidade.","R. Júlio César Setenareski, 350",,,false,,"R. Júlio César Setenareski, 350, CEP 83025-390",41992332111,@cervejariavosgerau,,,"Estacionamento, Acessibilidade",,,,,,,,,,Cervejaria Vosgerau
empreendimentos,Rota das Colônias,,"Vinho, Cerveja e Cachaça","Dona Rosa é um restaurante que oferece um cardápio diversificado, acompanhado de chopp artesanal e música ao vivo no estilo Pop-Rock, nacional e internacional. O local possui uma ampla área externa com mesas protegidas contra o sol e espaço dedicado para crianças se divertirem. Aceita animais de estimação.","R. Dr. Murici, 7270",Consultar,,false,,"R. Dr. Murici, 7270, CEP 83085-310",41991346333,@donarosasjp,,,"Estacionamento, Pet Friendly, Área Kids",,,,,,,,,,Dona Rosa Bar Chopp Artesanal
empreendimentos,Rota das Colônias,,"Vinho, Cerveja e Cachaça","Pioneira no Brasil e premiada nacionalmente, reúne o conceito de cervejaria e natureza, sendo especializada em pratos à base de cogumelos. Oferece saborosos cogumelos orgânicos que o cliente pode adquirir. Gerenciada pela Chef Mirian Yamashita, oferece pratos como bolinho de shitake e risoto de cogumelo. Seus rótulos premiados, como a PSYCHOSE Belgian Strong Golden Ale e a inovadora Shitake Witbier – cerveja de cogumelo proporcionam uma experiência única.","R. José Scrobot Sobrinho, 2373",,,false,"Psychose Belgian Strong Golden Ale Medalha de Ouro, Blumenau, 2022; Shitake Witbier primeira cerveja do Brasil estilo Wibier com Cogumelo Shitake. Cítrica, aromática e de baixo teor alcoólico.","R. José Scrobot Sobrinho, 2373, Colônia Murici, CEP 83085-465",41985316617,@nutbier,www.nutbier.com.br,,Acessibilidade,,,,,,,,,,Nut Bier Cervejaria e Restaurante
empreendimentos,Caminho do Vinho,,"Vinho, Cerveja e Cachaça","A vinícola teve início com a produção de vinhos para conhecidos da família do Sr. David Pissaia. A tradição da produção foi passada para os filhos Diogo e Rochelle. A filha cursou Enologia em Bento Gonçalves, RS, e foi acrescentando valor aos produtos. Há poucas parreiras na propriedade, sendo necessário adquirir uvas de Bituruna, PR, e Caxias do Sul, RS. Produz também embutidos.","R. Júlio César Setenareski, 4100",Consultar,,false,,"R. Júlio César Setenareski, 4100, CEP: 83085-290",4192357877,,,,,,,,,,,,,,Salumeria e Vinícula Politano
empreendimentos,Caminho do Vinho,,"Vinho, Cerveja e Cachaça","O nome da empresa vem do apelido de Mário Bellino, nascido em Caltagirone, na região da Sicília. Ao chegar ao Brasil em 1961, trouxe da Itália a receita do seu melhor vinho e começou a produzi-lo assim que se instalou em São José dos Pinhais. A empresa hoje é administrada por seus filhos, que mantêm a tradição de produção de vinhos artesanais da família. Além da loja na colônia, possui duas lojas na área urbana que funcionam em horário comerciais: Av: Rui Barbosa 9934 e à Rua Manoel Pires Pereira, Nº 239, Bairro Costeira",R. Júlio César Setenareski 1851,,,false,,"R. Júlio César Setenareski 1851, CEP 83085-290",4135400222,@vinhosdoitalianooficia,https://www.vinhosdoitaliano.com.br/,,Visita Guiada,,,,,,,,,,Vinhos do italiano
empreendimentos,Caminho do Vinho,,"Vinho, Cerveja e Cachaça","A empresa pertence à Família Pissaia. Seu fundador, Paolo Pissaia, chegou ao Brasil em meados de 1880, proveniente de Trevizzo, na Itália, trazendo consigo a arte de produzir vinhos. Ele manteve a antiga tradição da família e ensinou ao seu filho Vitório Pissaia as técnicas de produção de vinho. Hoje, a produção é continuada por seu neto, Eloir Pissaia, esposa e bisnetos, que mantêm a mesma receita trazida há mais de 100 anos. O nome Gabriel de “Don Gabriel” é uma homenagem ao filho que faleceu muito jovem. Vende para todo o Brasil.","R. Júlio César Setenareski, 2990",,,false,,"R. Júlio César Setenareski, 2990, CEP: 83085-290",4136351360,@vinhosdongabriel_,https://www.caminhodovinho.tur.br/vinhos-don-gabriel/,,Estacionamento,,,,,,,,,,Vinhos Don Gabriel
empreendimentos,,,"Vinho, Cerveja e Cachaça","Os vinhos Dom Roberto se destacam pela mistura de descendentes de italianos e poloneses, produzindo vinhos com diversas variedades de uvas. Possui um pequeno museu local que oferece uma viagem no tempo, revivendo momentos históricos. Além da loja com diversos produtos, os visitantes podem explorar um pequeno parreiral nos fundos da propriedade, proporcionando um ambiente especial.","R. Augusto Micrute, 2100",,,false,,"R. Augusto Micrute, 2100, CEP: 83075-182",41991329400,@vinhos-dom-roberto,www.vinicoladomroberto.com.br,,"Estacionamento, Acessibilidade",,,,,,,,,,Vinhos Dom Roberto Museu Familiar
empreendimentos,Caminho do Vinho,,"Vinho, Cerveja e Cachaça","A Família Juliatto produz vinhos há mais de 100 anos. A produção atual é feita a partir de uvas da Serra Gaúcha. A tradição vinícola foi herdada da região de Vêneto, na Itália, e foi trazida ao Brasil pelos irmãos Paulo, Luciano e Ernesto Juliatto. A vinícola hoje, é administrada por seus filhos que dão continuidade a essa tradição. Além do vinho, o uso da madeira como elemento construtívo no interior da loja também merece atenção para quem aprecia aspectos arquitetônicos.","R. Júlio César Setenareski, 3797",Consultar,,false,,"R. Júlio César Setenareski, 3797, CEP 83085-290",4136351221,@irmaos.juliatto,www.caminhodovinho.tur.br/vinhos-irmaos-juliatto,,Estacionamento,,,,,,,,,,Vinhos Irmãos Juliatto
